cluster,devicename,consumerno,2026-09-01,RECIEVED,EXPECTED,PERCENTAGE,INSTALLATION_DATE
cluster_4,ISKUS0601895,74443107096,0,0,1,0.0,2025-05-02 00:00:00
cluster_4,ISKUS0604009,29513202410,0,0,1,0.0,2025-04-04 00:00:00
cluster_4,ISKUS0604011,29513202321,0,0,1,0.0,2025-04-04 00:00:00
cluster_4,ISKUS0604016,29513202372,1,1,1,100.0,2025-04-04 00:00:00
cluster_4,ISKUS0604036,29532204474,0,0,1,0.0,2025-04-21 00:00:00
cluster_4,ISKUS0604056,29539203066,0,0,1,0.0,2025-05-13 00:00:00
cluster_4,ISKUS0604081,29531207550,0,0,1,0.0,2025-04-21 00:00:00
cluster_4,ISKUS0604085,29543204225,0,0,1,0.0,2025-04-24 00:00:00
cluster_4,ISKUS0604087,29532204504,0,0,1,0.0,2025-04-28 00:00:00
cluster_4,ISKUS0604116,75931306544,0,0,1,0.0,2025-04-24 00:00:00
cluster_4,ISKUS0604117,75927304834,0,0,1,0.0,2025-04-21 00:00:00
cluster_4,ISKUS0604163,75961108791,0,0,1,0.0,2025-05-23 00:00:00
cluster_4,ISKUS0604170,75956302623,0,0,1,0.0,2025-05-23 00:00:00
cluster_4,ISKUS0604179,75927304842,0,0,1,0.0,2025-06-13 00:00:00
cluster_4,ISKUS0604271,75934303058,0,0,1,0.0,2025-07-24 00:00:00
cluster_4,ISKUS0604273,75909304267,0,0,1,0.0,2025-06-17 00:00:00
cluster_4,ISKUS0604276,75921303143,0,0,1,0.0,2025-12-01 00:00:00
cluster_4,ISKUS0604283,75941301529,0,0,1,0.0,2025-06-23 00:00:00
cluster_4,ISKUS0604284,75952303099,0,0,1,0.0,2025-06-19 00:00:00
cluster_4,ISKUS0604285,75934303040,0,0,1,0.0,2025-06-19 00:00:00
cluster_4,ISKUS0604286,75934303031,0,0,1,0.0,2025-06-19 00:00:00
cluster_4,ISKUS0604287,75931306617,0,0,1,0.0,2025-06-19 00:00:00
cluster_4,ISKUS0604290,75931306609,0,0,1,0.0,2025-06-19 00:00:00
cluster_4,ISKUS0604354,75931306625,0,0,1,0.0,2025-07-02 00:00:00
cluster_4,ISKUS0604361,75960302349,0,0,1,0.0,2025-12-28 00:00:00
cluster_4,ISKUS0604365,75958301403,0,0,1,0.0,2025-12-31 00:00:00
cluster_4,ISKUS0604366,75958301411,0,0,1,0.0,2025-12-31 00:00:00
cluster_4,ISKUS0604367,75958301390,0,0,1,0.0,2025-12-28 00:00:00
cluster_4,ISKUS0604368,75959301903,0,0,1,0.0,2025-12-31 00:00:00
cluster_4,ISKUS0604373,75924302067,0,0,1,0.0,2025-12-13 00:00:00
cluster_4,ISKUS0604375,75932303158,0,0,1,0.0,2025-12-12 00:00:00
cluster_4,ISKUS0604377,75918300996,0,0,1,0.0,2025-07-09 00:00:00
cluster_4,ISKUS0604392,75931306650,0,0,1,0.0,2025-07-24 00:00:00
cluster_4,ISKUS0604396,75955305629,0,0,1,0.0,2025-11-07 00:00:00
cluster_4,ISKUS0604417,75921303194,0,0,1,0.0,2026-01-01 00:00:00
cluster_4,ISKUS0604427,75903008151,0,0,1,0.0,2025-08-14 00:00:00
cluster_4,ISKUS0604431,75931306595,0,0,1,0.0,2025-08-14 00:00:00
cluster_4,ISKUS0604434,75954301972,0,0,1,0.0,2025-08-12 00:00:00
cluster_4,ISKUS0604448,75921303135,0,0,1,0.0,2025-11-15 00:00:00
cluster_4,ISKUS0604470,75961108902,0,0,1,0.0,2025-09-12 00:00:00
cluster_4,ISKUS0604471,75919301635,0,0,1,0.0,2025-09-12 00:00:00
cluster_4,ISKUS0604478,75935302993,0,0,1,0.0,2025-09-19 00:00:00
cluster_4,ISKUS0604488,75936303926,0,0,1,0.0,2025-09-27 00:00:00
cluster_4,ISKUS0604525,75925100719,0,0,1,0.0,2025-09-25 00:00:00
cluster_4,ISKUS0604535,75940301525,0,0,1,0.0,2025-12-02 00:00:00
cluster_4,ISKUS0604539,75958301365,0,0,1,0.0,2025-11-28 00:00:00
cluster_4,ISKUS0604541,75923305232,0,0,1,0.0,2025-10-14 00:00:00
cluster_4,ISKUS0604551,75960302314,0,0,1,0.0,2025-10-28 00:00:00
cluster_4,ISKUS0604552,75962113675,0,0,1,0.0,2025-11-17 00:00:00
cluster_4,ISKUS0604566,75931105395,0,0,1,0.0,2025-11-08 00:00:00
cluster_4,ISKUS0604571,75927304915,0,0,1,0.0,2025-12-03 00:00:00
cluster_4,ISKUS0604574,75961108945,0,0,1,0.0,2025-11-12 00:00:00
cluster_4,ISKUS0604578,75927101410,0,0,1,0.0,2026-03-21 00:00:00
cluster_4,ISKUS0604581,75932303212,0,0,1,0.0,2025-11-17 00:00:00
cluster_4,ISKUS0604584,75962113683,0,0,1,0.0,2025-11-17 00:00:00
cluster_4,ISKUS0604589,75942301085,0,0,1,0.0,2025-11-18 00:00:00
cluster_4,ISKUS0604593,75937301897,0,0,1,0.0,2026-01-02 00:00:00
cluster_4,ISKUS0604603,75925103645,0,0,1,0.0,2025-11-26 00:00:00
cluster_4,ISKUS0604610,75923305267,0,0,1,0.0,2025-12-02 00:00:00
cluster_3,ISKUS0605008,75526101681,1,1,1,100.0,2025-08-06 00:00:00
cluster_3,ISKUS0605043,75503102894,0,0,1,0.0,2025-08-11 00:00:00
cluster_3,ISKUS0605058,75512102273,0,0,1,0.0,2025-06-10 00:00:00
cluster_3,ISKUS0605158,75506103190,0,0,1,0.0,2025-04-04 00:00:00
cluster_3,ISKUS0605770,75524103504,0,0,1,0.0,2025-04-16 00:00:00
cluster_4,ISKUS0604539,75958301365,0,0,1,0.0,2025-10-11 00:00:00
cluster_3,ISKUS0387962,75620106314,0,0,1,0.0,2026-01-31 00:00:00
cluster_3,ISKUS0388825,72550116194,0,0,1,0.0,2025-03-01 00:00:00
cluster_3,ISKUS0388826,72528126182,0,0,1,0.0,2025-03-04 00:00:00
cluster_3,ISKUS0388872,70857102567,0,0,1,0.0,2025-02-27 00:00:00
cluster_3,ISKUS0388879,70874104653,0,0,1,0.0,2025-02-28 00:00:00
cluster_3,ISKUS0389483,70875101887,0,0,1,0.0,2025-03-17 00:00:00
cluster_3,ISKUS0389484,70887102174,0,0,1,0.0,2025-03-17 00:00:00
cluster_3,ISKUS0389485,70887102182,0,0,1,0.0,2025-03-17 00:00:00
cluster_3,ISKUS0392762,70401303187,0,0,1,0.0,2025-03-11 00:00:00
cluster_4,ISKUS0393682,74420113928,0,0,1,0.0,2025-02-19 00:00:00
cluster_4,ISKUS0393685,74432119659,0,0,1,0.0,2025-02-19 00:00:00
cluster_4,ISKUS0393686,74411105357,0,0,1,0.0,2025-02-19 00:00:00
cluster_4,ISKUS0393690,74455104348,0,0,1,0.0,2025-02-20 00:00:00
cluster_3,ISKUS0394191,70845100890,0,0,1,0.0,2025-04-19 00:00:00
cluster_4,ISKUS0394430,74426122341,0,0,1,0.0,2025-03-22 00:00:00
cluster_4,ISKUS0394827,23915000850,1,1,1,100.0,2025-11-04 00:00:00
cluster_3,ISKUS0399394,71006107193,0,0,1,0.0,2025-03-28 00:00:00
cluster_4,ISKUS0399851,23912100845,0,0,1,0.0,2026-01-02 00:00:00
cluster_4,ISKUS0400740,29435102930,0,0,1,0.0,2025-04-21 00:00:00
cluster_4,ISKUS0400748,29437102155,0,0,1,0.0,2025-04-03 00:00:00
cluster_4,ISKUS0402280,29217108529,0,0,1,0.0,2025-04-21 00:00:00
cluster_4,ISKUS0404471,29658106927,0,0,1,0.0,2025-03-13 00:00:00
cluster_4,ISKUS0404472,29654102129,0,0,1,0.0,2025-03-16 00:00:00
cluster_4,ISKUS0404473,29658106935,0,0,1,0.0,2025-03-15 00:00:00
cluster_3,ISKUS0409832,71033100900,0,0,1,0.0,2025-03-29 00:00:00
cluster_3,ISKUS0409836,71006107177,0,0,1,0.0,2025-03-10 00:00:00
cluster_3,ISKUS0409872,71026101808,0,0,1,0.0,2025-02-28 00:00:00
cluster_3,ISKUS0412217,71323104496,0,0,1,0.0,2025-03-07 00:00:00
cluster_3,ISKUS0412220,71332167950,0,0,1,0.0,2025-03-07 00:00:00
cluster_3,ISKUS0412859,76906104926,1,1,1,100.0,2025-02-27 00:00:00
cluster_3,ISKUS0417111,73174102251,0,0,1,0.0,2026-05-05 00:00:00
cluster_3,ISKUS0419001,73104102619,0,0,1,0.0,2025-07-03 00:00:00
cluster_4,ISKUS0419494,29215006923,0,0,1,0.0,2025-03-31 00:00:00
cluster_4,ISKUS0419757,29217015598,0,0,1,0.0,2025-04-20 00:00:00
cluster_4,ISKUS0421952,29522201014,0,0,1,0.0,2025-03-05 00:00:00
cluster_4,ISKUS0422374,29508303220,0,0,1,0.0,2025-02-27 00:00:00
cluster_4,ISKUS0422377,29539202930,0,0,1,0.0,2025-03-01 00:00:00
cluster_4,ISKUS0423153,29547201441,0,0,1,0.0,2025-02-27 00:00:00
cluster_4,ISKUS0435333,75836103763,1,1,1,100.0,2025-06-10 00:00:00
cluster_4,ISKUS0435379,75801122338,0,0,1,0.0,2025-05-28 00:00:00
cluster_4,ISKUS0435410,75829101211,0,0,1,0.0,2025-08-20 00:00:00
cluster_4,ISKUS0435424,75864100617,0,0,1,0.0,2025-06-10 00:00:00
cluster_4,ISKUS0435427,75820103467,0,0,1,0.0,2025-06-10 00:00:00
cluster_4,ISKUS0435443,75812101523,0,0,1,0.0,2025-10-14 00:00:00
cluster_4,ISKUS0435444,75822113990,0,0,1,0.0,2025-10-14 00:00:00
cluster_4,ISKUS0435446,75818109402,0,0,1,0.0,2025-10-14 00:00:00
cluster_4,ISKUS0435457,75828104020,0,0,1,0.0,2025-09-04 00:00:00
cluster_4,ISKUS0435756,75818109496,0,0,1,0.0,2025-09-11 00:00:00
cluster_4,ISKUS0435758,75865103245,0,0,1,0.0,2025-09-13 00:00:00
cluster_4,ISKUS0438479,75854101629,0,0,1,0.0,2025-10-04 00:00:00
cluster_4,ISKUS0438503,75838113936,0,0,1,0.0,2025-10-02 00:00:00
cluster_4,ISKUS0438506,75838113995,0,0,1,0.0,2025-11-13 00:00:00
cluster_4,ISKUS0439156,75854101564,0,0,1,0.0,2025-05-02 00:00:00
cluster_4,ISKUS0439157,75822114113,0,0,1,0.0,2025-05-02 00:00:00
cluster_4,ISKUS0439391,24004202884,0,0,1,0.0,2025-02-11 00:00:00
cluster_4,ISKUS0440314,24424008762,0,0,1,0.0,2024-12-31 00:00:00
cluster_4,ISKUS0440463,29201059450,0,0,1,0.0,2025-03-07 00:00:00
cluster_4,ISKUS0440467,29222108400,0,0,1,0.0,2025-02-21 00:00:00
cluster_4,ISKUS0440485,29247103240,0,0,1,0.0,2025-03-18 00:00:00
cluster_4,ISKUS0440510,29264104984,0,0,1,0.0,2025-02-20 00:00:00
cluster_4,ISKUS0441131,24501121521,0,0,1,0.0,2025-12-16 00:00:00
cluster_4,ISKUS0441833,77425000792,0,0,1,0.0,2025-05-13 00:00:00
cluster_4,ISKUS0441917,75840102733,0,0,1,0.0,2025-02-25 00:00:00
cluster_4,ISKUS0441930,75840100609,0,0,1,0.0,2025-03-13 00:00:00
cluster_4,ISKUS0441931,75840100617,0,0,1,0.0,2025-03-13 00:00:00
cluster_4,ISKUS0442000,29226006318,0,0,1,0.0,2026-02-22 00:00:00
cluster_4,ISKUS0442061,75866105284,0,0,1,0.0,2025-04-24 00:00:00
cluster_4,ISKUS0442066,75811101406,0,0,1,0.0,2025-04-24 00:00:00
cluster_4,ISKUS0442070,75846100805,1,1,1,100.0,2025-04-24 00:00:00
cluster_4,ISKUS0442074,75810103901,0,0,1,0.0,2025-06-04 00:00:00
cluster_4,ISKUS0444598,75952303072,0,0,1,0.0,2025-03-06 00:00:00
cluster_4,ISKUS0444600,75931306510,0,0,1,0.0,2025-03-15 00:00:00
cluster_4,ISKUS0444847,29181109660,0,0,1,0.0,2025-04-21 00:00:00
cluster_4,ISKUS0444849,29115100928,0,0,1,0.0,2025-05-21 00:00:00
cluster_4,ISKUS0445252,75869103568,0,0,1,0.0,2025-10-30 00:00:00
cluster_4,ISKUS0445253,75868101421,0,0,1,0.0,2025-10-06 00:00:00
cluster_4,ISKUS0445322,74716001261,0,0,1,0.0,2025-03-03 00:00:00
cluster_4,ISKUS0445412,75838113987,1,1,1,100.0,2025-11-12 00:00:00
cluster_4,ISKUS0445701,75829101220,0,0,1,0.0,2025-10-09 00:00:00
cluster_4,ISKUS0445704,75833101719,0,0,1,0.0,2025-10-10 00:00:00
cluster_4,ISKUS0445705,75801122559,0,0,1,0.0,2025-10-13 00:00:00
cluster_4,ISKUS0445706,75801122567,0,0,1,0.0,2025-10-10 00:00:00
cluster_3,ISKUS0447317,73418101518,0,0,1,0.0,2025-03-03 00:00:00
cluster_3,ISKUS0448917,22301007030,0,0,1,0.0,2025-05-18 00:00:00
cluster_3,ISKUS0449371,73104102643,0,0,1,0.0,2025-07-03 00:00:00
cluster_3,ISKUS0449377,73107104590,0,0,1,0.0,2025-05-17 00:00:00
cluster_3,ISKUS0449749,72521110400,0,0,1,0.0,2025-02-26 00:00:00
cluster_3,ISKUS0450076,71610109309,0,0,1,0.0,2025-02-20 00:00:00
cluster_3,ISKUS0450598,71659103460,0,0,1,0.0,2025-04-08 00:00:00
cluster_3,ISKUS0450953,75770103426,0,0,1,0.0,2025-02-18 00:00:00
cluster_3,ISKUS0451579,74372106696,0,0,1,0.0,2025-03-08 00:00:00
cluster_3,ISKUS0452389,71353001580,1,1,1,100.0,2026-07-14 00:00:00
cluster_4,ISKUS0453332,75812105707,0,0,1,0.0,2025-06-25 00:00:00
cluster_4,ISKUS0453335,75810104584,0,0,1,0.0,2025-06-25 00:00:00
cluster_4,ISKUS0453346,75810104576,0,0,1,0.0,2025-06-25 00:00:00
cluster_4,ISKUS0453357,75837100962,0,0,1,0.0,2025-07-10 00:00:00
cluster_4,ISKUS0453392,75852100609,0,0,1,0.0,2025-08-08 00:00:00
cluster_4,ISKUS0453396,75833101700,0,0,1,0.0,2025-08-08 00:00:00
cluster_4,ISKUS0453409,75801110577,0,0,1,0.0,2025-08-26 00:00:00
cluster_4,ISKUS0453416,75801122516,0,0,1,0.0,2025-08-26 00:00:00
cluster_4,ISKUS0453417,75817100584,0,0,1,0.0,2025-08-26 00:00:00
cluster_4,ISKUS0453451,75829002019,0,0,1,0.0,2025-10-16 00:00:00
cluster_4,ISKUS0453462,75863104490,0,0,1,0.0,2025-10-13 00:00:00
cluster_4,ISKUS0453463,75861101272,0,0,1,0.0,2025-10-13 00:00:00
cluster_4,ISKUS0453466,75863104406,0,0,1,0.0,2025-10-13 00:00:00
cluster_4,ISKUS0453467,75865101250,0,0,1,0.0,2025-10-13 00:00:00
cluster_4,ISKUS0453483,75837001697,0,0,1,0.0,2025-10-09 00:00:00
cluster_4,ISKUS0453488,75837000755,0,0,1,0.0,2025-10-09 00:00:00
cluster_4,ISKUS0453489,75837100334,0,0,1,0.0,2025-10-09 00:00:00
cluster_4,ISKUS0453490,75829100886,0,0,1,0.0,2025-10-15 00:00:00
cluster_4,ISKUS0453527,75810104622,0,0,1,0.0,2025-07-30 00:00:00
cluster_4,ISKUS0453778,24448118797,0,0,1,0.0,2025-04-18 00:00:00
cluster_3,ISKUS0455706,70873106229,1,1,1,100.0,2025-03-11 00:00:00
cluster_3,ISKUS0455707,70897100220,0,0,1,0.0,2025-03-11 00:00:00
cluster_3,ISKUS0455709,70890102376,0,0,1,0.0,2025-02-27 00:00:00
cluster_3,ISKUS0455835,71006107169,0,0,1,0.0,2025-02-21 00:00:00
cluster_3,ISKUS0466309,76913103530,0,0,1,0.0,2025-03-06 00:00:00
cluster_4,ISKUS0466409,23657100601,0,0,1,0.0,2025-03-05 00:00:00
cluster_3,ISKUS0467778,72101190699,1,1,1,100.0,2025-03-20 00:00:00
cluster_3,ISKUS0467883,71041101392,0,0,1,0.0,2025-04-08 00:00:00
cluster_4,ISKUS0471038,23423101717,0,0,1,0.0,2026-02-10 00:00:00
cluster_3,ISKUS0471973,70428202918,0,0,1,0.0,2025-04-30 00:00:00
cluster_3,ISKUS0471974,70427202272,0,0,1,0.0,2025-05-08 00:00:00
cluster_4,ISKUS0474965,24093110077,0,0,1,0.0,2025-03-13 00:00:00
cluster_4,ISKUS0479009,23661101862,0,0,1,0.0,2025-03-20 00:00:00
cluster_4,ISKUS0482510,23801129683,0,0,1,0.0,2025-04-15 00:00:00
cluster_4,ISKUS0482785,23667001053,0,0,1,0.0,2026-02-14 00:00:00
cluster_3,ISKUS0483279,70437103692,0,0,1,0.0,2025-04-29 00:00:00
cluster_4,ISKUS0483738,23866102550,0,0,1,0.0,2025-04-18 00:00:00
cluster_4,ISKUS0483758,23949102833,0,0,1,0.0,2025-02-24 00:00:00
cluster_4,ISKUS0483833,23667002343,0,0,1,0.0,2026-06-06 00:00:00
cluster_4,ISKUS0487668,29182100624,0,0,1,0.0,2025-11-12 00:00:00
cluster_4,ISKUS0487682,29162003720,0,0,1,0.0,2025-04-03 00:00:00
cluster_4,ISKUS0490091,23901008128,0,0,1,0.0,2025-04-22 00:00:00
cluster_4,ISKUS0490688,24047000116,0,0,1,0.0,2025-04-24 00:00:00
cluster_4,ISKUS0490708,24047002259,1,1,1,100.0,2025-04-24 00:00:00
cluster_4,ISKUS0490709,24053003091,0,0,1,0.0,2025-04-24 00:00:00
cluster_4,ISKUS0490848,24055000553,0,0,1,0.0,2026-04-16 00:00:00
cluster_4,ISKUS0491382,77404029392,0,0,1,0.0,2025-04-11 00:00:00
cluster_4,ISKUS0492013,23961000026,0,0,1,0.0,2025-05-26 00:00:00
cluster_4,ISKUS0492095,24047000272,0,0,1,0.0,2025-04-25 00:00:00
cluster_4,ISKUS0492099,24067000480,0,0,1,0.0,2025-04-25 00:00:00
cluster_4,ISKUS0492248,23812103559,0,0,1,0.0,2026-04-04 00:00:00
cluster_4,ISKUS0492532,24018200382,0,0,1,0.0,2025-05-20 00:00:00
cluster_4,ISKUS0492534,24047000442,0,0,1,0.0,2025-05-28 00:00:00
cluster_4,ISKUS0492561,23806100411,0,0,1,0.0,2026-01-28 00:00:00
cluster_4,ISKUS0492564,23828000428,0,0,1,0.0,2026-01-28 00:00:00
cluster_4,ISKUS0492852,29349001934,1,1,1,100.0,2025-04-22 00:00:00
cluster_4,ISKUS0494822,75868101413,0,0,1,0.0,2025-10-14 00:00:00
cluster_4,ISKUS0494827,75835100574,0,0,1,0.0,2025-10-15 00:00:00
cluster_4,ISKUS0494828,75806100367,0,0,1,0.0,2025-10-16 00:00:00
cluster_4,ISKUS0494832,75858101755,0,0,1,0.0,2025-10-15 00:00:00
cluster_4,ISKUS0494838,75801122591,1,1,1,100.0,2025-10-24 00:00:00
cluster_4,ISKUS0494849,75830102846,0,0,1,0.0,2026-01-02 00:00:00
cluster_4,ISKUS0494863,75837100997,0,0,1,0.0,2025-12-05 00:00:00
cluster_4,ISKUS0494864,75833101735,0,0,1,0.0,2026-01-02 00:00:00
cluster_4,ISKUS0494865,75829101246,0,0,1,0.0,2026-01-02 00:00:00
cluster_4,ISKUS0494866,75829101238,0,0,1,0.0,2025-12-05 00:00:00
cluster_4,ISKUS0494868,75833101760,0,0,1,0.0,2025-12-05 00:00:00
cluster_4,ISKUS0494869,75833101727,0,0,1,0.0,2026-01-02 00:00:00
cluster_4,ISKUS0494870,75833101743,0,0,1,0.0,2025-12-12 00:00:00
cluster_4,ISKUS0494874,75802101121,1,1,1,100.0,2025-11-19 00:00:00
cluster_4,ISKUS0494923,75853111574,0,0,1,0.0,2025-11-19 00:00:00
cluster_4,ISKUS0494924,75812105758,0,0,1,0.0,2025-12-05 00:00:00
cluster_4,ISKUS0494926,75863110244,0,0,1,0.0,2025-12-05 00:00:00
cluster_4,ISKUS0494936,75854101637,0,0,1,0.0,2025-11-19 00:00:00
cluster_4,ISKUS0494944,75810104703,0,0,1,0.0,2025-11-20 00:00:00
cluster_4,ISKUS0494946,75810104720,0,0,1,0.0,2025-11-21 00:00:00
cluster_4,ISKUS0494973,75846100830,0,0,1,0.0,2025-11-25 00:00:00
cluster_4,ISKUS0494977,75835100604,0,0,1,0.0,2025-12-03 00:00:00
cluster_4,ISKUS0494979,75848100500,0,0,1,0.0,2025-12-03 00:00:00
cluster_4,ISKUS0494980,75829101327,0,0,1,0.0,2025-12-03 00:00:00
cluster_4,ISKUS0495013,29545010398,0,0,1,0.0,2025-04-04 00:00:00
cluster_4,ISKUS0495014,29532002065,0,0,1,0.0,2025-04-05 00:00:00
cluster_4,ISKUS0495016,29537001113,0,0,1,0.0,2025-05-01 00:00:00
cluster_4,ISKUS0495025,75924301427,0,0,1,0.0,2025-03-27 00:00:00
cluster_4,ISKUS0495144,75920303450,0,0,1,0.0,2025-03-05 00:00:00
cluster_4,ISKUS0497283,23938000112,0,0,1,0.0,2026-03-27 00:00:00
cluster_3,ISKUS0498330,71539100979,1,1,1,100.0,2025-05-19 00:00:00
cluster_4,ISKUS0499749,24227109981,1,1,1,100.0,2026-06-19 00:00:00
cluster_4,ISKUS0500739,24136102968,0,0,1,0.0,2025-05-20 00:00:00
cluster_4,ISKUS0501511,29138102331,0,0,1,0.0,2025-05-21 00:00:00
cluster_4,ISKUS0501524,29170101167,0,0,1,0.0,2025-05-21 00:00:00
cluster_4,ISKUS0501525,29170101183,0,0,1,0.0,2025-08-14 00:00:00
cluster_4,ISKUS0501543,29117100712,1,1,1,100.0,2025-08-04 00:00:00
cluster_4,ISKUS0501556,29184100508,0,0,1,0.0,2025-04-21 00:00:00
cluster_4,ISKUS0501557,29145100926,0,0,1,0.0,2025-03-07 00:00:00
cluster_4,ISKUS0501692,29172101229,0,0,1,0.0,2026-01-20 00:00:00
cluster_4,ISKUS0501697,29144101384,0,0,1,0.0,2026-01-21 00:00:00
cluster_4,ISKUS0501701,29134111930,0,0,1,0.0,2025-06-11 00:00:00
cluster_4,ISKUS0501703,29126100258,0,0,1,0.0,2026-01-21 00:00:00
cluster_4,ISKUS0501705,29113104608,0,0,1,0.0,2025-05-21 00:00:00
cluster_4,ISKUS0501706,29167101135,0,0,1,0.0,2025-08-05 00:00:00
cluster_4,ISKUS0501712,29176103455,0,0,1,0.0,2025-08-05 00:00:00
cluster_4,ISKUS0506471,23648000250,0,0,1,0.0,2025-09-13 00:00:00
cluster_4,ISKUS0506532,23658000015,0,0,1,0.0,2025-08-30 00:00:00
cluster_4,ISKUS0506534,23658100400,0,0,1,0.0,2025-04-17 00:00:00
cluster_4,ISKUS0506706,23648101200,0,0,1,0.0,2026-03-03 00:00:00
cluster_4,ISKUS0506918,23648000411,0,0,1,0.0,2025-11-23 00:00:00
cluster_4,ISKUS0506919,23648000446,0,0,1,0.0,2026-06-29 00:00:00
cluster_4,ISKUS0506706,23648101200,0,0,1,0.0,2025-04-17 00:00:00
cluster_4,ISKUS0506919,23648000446,0,0,1,0.0,2025-04-17 00:00:00
cluster_3,ISKUS0509175,71614103364,0,0,1,0.0,2025-06-14 00:00:00
cluster_3,ISKUS0510554,71205112219,0,0,1,0.0,2025-04-28 00:00:00
cluster_4,ISKUS0549294,23519001640,0,0,1,0.0,2025-10-11 00:00:00
cluster_4,ISKUS0550512,23330001232,0,0,1,0.0,2025-03-31 00:00:00
cluster_4,ISKUS0553184,23648000047,0,0,1,0.0,2025-08-30 00:00:00
cluster_4,ISKUS0553190,23648000055,0,0,1,0.0,2025-04-22 00:00:00
cluster_4,ISKUS0553873,24213003167,0,0,1,0.0,2026-05-15 00:00:00
cluster_3,ISKUS0553948,72455101541,0,0,1,0.0,2025-05-05 00:00:00
cluster_4,ISKUS0556094,24207101772,0,0,1,0.0,2025-04-05 00:00:00
cluster_4,ISKUS0556116,24241102948,0,0,1,0.0,2025-04-04 00:00:00
cluster_4,ISKUS0556289,74432119870,0,0,1,0.0,2025-08-07 00:00:00
cluster_4,ISKUS0556304,74402103819,0,0,1,0.0,2025-11-29 00:00:00
cluster_4,ISKUS0556308,74466002266,0,0,1,0.0,2026-04-29 00:00:00
cluster_4,ISKUS0556309,74466002061,0,0,1,0.0,2026-04-29 00:00:00
cluster_4,ISKUS0556310,74466002053,0,0,1,0.0,2026-04-29 00:00:00
cluster_4,ISKUS0556893,29145100179,0,0,1,0.0,2026-07-06 00:00:00
cluster_3,ISKUS0558414,72401147365,0,0,1,0.0,2025-10-14 00:00:00
cluster_3,ISKUS0558876,72401141634,1,1,1,100.0,2025-10-15 00:00:00
cluster_4,ISKUS0559838,29501003140,0,0,1,0.0,2025-09-05 00:00:00
cluster_3,ISKUS0566958,71418102989,0,0,1,0.0,2025-03-12 00:00:00
cluster_3,ISKUS0567689,71328102220,0,0,1,0.0,2025-03-28 00:00:00
cluster_3,ISKUS0570457,71627203990,1,1,1,100.0,2026-07-25 00:00:00
cluster_3,ISKUS0571177,72533100528,1,1,1,100.0,2024-12-11 00:00:00
cluster_3,ISKUS0571307,72521110485,0,0,1,0.0,2025-03-13 00:00:00
cluster_3,ISKUS0571308,72513103319,0,0,1,0.0,2025-03-13 00:00:00
cluster_3,ISKUS0571310,72536200191,0,0,1,0.0,2025-03-13 00:00:00
cluster_3,ISKUS0571322,72516108184,0,0,1,0.0,2025-03-11 00:00:00
cluster_3,ISKUS0583421,70886102430,0,0,1,0.0,2024-12-31 00:00:00
cluster_3,ISKUS0583425,70843103183,0,0,1,0.0,2025-05-13 00:00:00
cluster_3,ISKUS0583641,70873106245,1,1,1,100.0,2025-03-18 00:00:00
cluster_3,ISKUS0583642,70873106253,1,1,1,100.0,2025-03-19 00:00:00
cluster_3,ISKUS0583643,70875101895,0,0,1,0.0,2025-03-19 00:00:00
cluster_4,ISKUS0586694,29437102171,0,0,1,0.0,2025-05-14 00:00:00
cluster_3,ISKUS0586893,70508002346,0,0,1,0.0,2025-04-12 00:00:00
cluster_3,ISKUS0586963,77344101963,0,0,1,0.0,2025-03-21 00:00:00
cluster_3,ISKUS0587014,72505102589,0,0,1,0.0,2025-03-10 00:00:00
cluster_3,ISKUS0587373,76648102500,0,0,1,0.0,2025-04-03 00:00:00
cluster_3,ISKUS0588991,76908104974,0,0,1,0.0,2024-12-20 00:00:00
cluster_4,ISKUS0589913,24238104188,0,0,1,0.0,2025-06-19 00:00:00
cluster_3,ISKUS0589998,72336110954,0,0,1,0.0,2025-04-15 00:00:00
cluster_3,ISKUS0590762,22313107230,0,0,1,0.0,2025-05-02 00:00:00
cluster_3,ISKUS0590768,22301117669,0,0,1,0.0,2025-05-02 00:00:00
cluster_3,ISKUS0590817,70601126130,0,0,1,0.0,2025-04-25 00:00:00
cluster_4,ISKUS0595847,74454002843,0,0,1,0.0,2025-05-27 00:00:00
cluster_4,ISKUS0595849,74408103330,0,0,1,0.0,2025-05-27 00:00:00
cluster_3,ISKUS0596719,77339110607,0,0,1,0.0,2025-04-21 00:00:00
cluster_3,ISKUS0596898,77347102901,0,0,1,0.0,2025-04-23 00:00:00
cluster_3,ISKUS0598167,71634103203,0,0,1,0.0,2025-05-17 00:00:00
cluster_4,ISKUS0598949,74469002305,0,0,1,0.0,2025-05-17 00:00:00
cluster_3,ISKUS0606137,72516108311,0,0,1,0.0,2025-05-01 00:00:00
cluster_3,ISKUS0606235,72513103378,0,0,1,0.0,2025-05-10 00:00:00
cluster_3,ISKUS0606417,72519103728,0,0,1,0.0,2025-05-06 00:00:00
cluster_3,ISKUS0606636,72505102660,0,0,1,0.0,2025-07-30 00:00:00
cluster_4,ISKUS0607863,74714005308,0,0,1,0.0,2026-06-04 00:00:00
cluster_4,ISKUS0607868,74732104819,0,0,1,0.0,2025-05-02 00:00:00
cluster_4,ISKUS0609206,23648000292,0,0,1,0.0,2025-05-17 00:00:00
cluster_4,ISKUS0609643,74721111550,0,0,1,0.0,2025-04-28 00:00:00
